acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0.00612,https://api.spotify.com/v1/audio-analysis/31ZdIGyNncuufUjNTp5ZY3,0.734,232133,0.626,31ZdIGyNncuufUjNTp5ZY3,0.0276,5,0.106,-7.206,0,0.0354,1,108.018,4,https://api.spotify.com/v1/tracks/31ZdIGyNncuufUjNTp5ZY3,audio_features,spotify:track:31ZdIGyNncuufUjNTp5ZY3,0.672
0.0435,https://api.spotify.com/v1/audio-analysis/4o2UcMhDLHpi09m8esAVqT,0.892,248573,0.659,4o2UcMhDLHpi09m8esAVqT,0.0016,11,0.156,-5.897,0,0.0487,1,115.991,4,https://api.spotify.com/v1/tracks/4o2UcMhDLHpi09m8esAVqT,audio_features,spotify:track:4o2UcMhDLHpi09m8esAVqT,0.464
0.00884,https://api.spotify.com/v1/audio-analysis/2mKz2YoxA65ZPzTv3i5s0A,0.78,305360,0.733,2mKz2YoxA65ZPzTv3i5s0A,0.0962,7,0.269,-7.174,0,0.039,1,114.01,4,https://api.spotify.com/v1/tracks/2mKz2YoxA65ZPzTv3i5s0A,audio_features,spotify:track:2mKz2YoxA65ZPzTv3i5s0A,0.189
0.41,https://api.spotify.com/v1/audio-analysis/6vECYJHxYmm3Ydt3fF01pE,0.887,313684,0.584,6vECYJHxYmm3Ydt3fF01pE,0.000314,11,0.101,-8.798,1,0.0381,1,114.016,4,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,audio_features,spotify:track:6vECYJHxYmm3Ydt3fF01pE,0.677
0.103,https://api.spotify.com/v1/audio-analysis/6acDlNeA06MCVCzsTVGr9V,0.741,255160,0.671,6acDlNeA06MCVCzsTVGr9V,0.000239,10,0.0585,-6.805,1,0.0338,1,114.031,4,https://api.spotify.com/v1/tracks/6acDlNeA06MCVCzsTVGr9V,audio_features,spotify:track:6acDlNeA06MCVCzsTVGr9V,0.808
0.372,https://api.spotify.com/v1/audio-analysis/5mpLcXEsk3jjzLFGuNKk5I,0.841,262000,0.842,5mpLcXEsk3jjzLFGuNKk5I,0.0316,11,0.113,-8.701,1,0.0464,1,117.997,4,https://api.spotify.com/v1/tracks/5mpLcXEsk3jjzLFGuNKk5I,audio_features,spotify:track:5mpLcXEsk3jjzLFGuNKk5I,0.894
0.0206,https://api.spotify.com/v1/audio-analysis/53sFmcXTW7wbbqMX4MHaa1,0.707,204360,0.813,53sFmcXTW7wbbqMX4MHaa1,9.24e-06,9,0.14,-5.42,1,0.0384,1,122.043,4,https://api.spotify.com/v1/tracks/53sFmcXTW7wbbqMX4MHaa1,audio_features,spotify:track:53sFmcXTW7wbbqMX4MHaa1,0.814
0.283,https://api.spotify.com/v1/audio-analysis/4KAs4IcxluXDFGuV4XCEJa,0.71,250587,0.746,4KAs4IcxluXDFGuV4XCEJa,0.0841,9,0.104,-8.354,0,0.0507,1,98.017,4,https://api.spotify.com/v1/tracks/4KAs4IcxluXDFGuV4XCEJa,audio_features,spotify:track:4KAs4IcxluXDFGuV4XCEJa,0.686
0.000728,https://api.spotify.com/v1/audio-analysis/6jrMVRReY24qzCfe1BRrww,0.556,191400,0.763,6jrMVRReY24qzCfe1BRrww,6.79e-06,6,0.071,-3.952,0,0.0413,1,138.986,4,https://api.spotify.com/v1/tracks/6jrMVRReY24qzCfe1BRrww,audio_features,spotify:track:6jrMVRReY24qzCfe1BRrww,0.814
0.00559,https://api.spotify.com/v1/audio-analysis/1aGvLFHJ2shKqO9uycaUcW,0.65,164187,0.833,1aGvLFHJ2shKqO9uycaUcW,0.000727,0,0.186,-5.079,1,0.0355,1,119.939,4,https://api.spotify.com/v1/tracks/1aGvLFHJ2shKqO9uycaUcW,audio_features,spotify:track:1aGvLFHJ2shKqO9uycaUcW,0.68
0.00043,https://api.spotify.com/v1/audio-analysis/2jnvdMCTvtdVCci3YLqxGY,0.439,167773,0.86,2jnvdMCTvtdVCci3YLqxGY,1.68e-05,11,0.0783,-4.824,0,0.168,1,159.821,4,https://api.spotify.com/v1/tracks/2jnvdMCTvtdVCci3YLqxGY,audio_features,spotify:track:2jnvdMCTvtdVCci3YLqxGY,0.578
0.00476,https://api.spotify.com/v1/audio-analysis/3gg9BiBulbhp1yb0MEYJ8t,0.601,230853,0.784,3gg9BiBulbhp1yb0MEYJ8t,0.0127,2,0.347,-5.622,0,0.0333,1,94.019,4,https://api.spotify.com/v1/tracks/3gg9BiBulbhp1yb0MEYJ8t,audio_features,spotify:track:3gg9BiBulbhp1yb0MEYJ8t,0.726
0.0491,https://api.spotify.com/v1/audio-analysis/184c1MtPKQENzNJd7fIh1t,0.63,297787,0.709,184c1MtPKQENzNJd7fIh1t,0.00813,5,0.128,-8.15,0,0.0351,1,105.992,4,https://api.spotify.com/v1/tracks/184c1MtPKQENzNJd7fIh1t,audio_features,spotify:track:184c1MtPKQENzNJd7fIh1t,0.407
0.0585,https://api.spotify.com/v1/audio-analysis/2qC1sUo8xxRRqYsaYEdDuZ,0.552,283636,0.878,2qC1sUo8xxRRqYsaYEdDuZ,0.892,1,0.0746,-5.767,1,0.0353,1,176.057,4,https://api.spotify.com/v1/tracks/2qC1sUo8xxRRqYsaYEdDuZ,audio_features,spotify:track:2qC1sUo8xxRRqYsaYEdDuZ,0.598
0.0711,https://api.spotify.com/v1/audio-analysis/5EeNRe6Fi29tTrssVzl4dw,0.559,345387,0.743,5EeNRe6Fi29tTrssVzl4dw,0.9,1,0.152,-9.447,1,0.0532,1,119.981,4,https://api.spotify.com/v1/tracks/5EeNRe6Fi29tTrssVzl4dw,audio_features,spotify:track:5EeNRe6Fi29tTrssVzl4dw,0.264
0.329,https://api.spotify.com/v1/audio-analysis/6koWevx9MqN6efQ6qreIbm,0.659,316919,0.716,6koWevx9MqN6efQ6qreIbm,0.909,9,0.127,-7.816,1,0.0317,1,139.952,4,https://api.spotify.com/v1/tracks/6koWevx9MqN6efQ6qreIbm,audio_features,spotify:track:6koWevx9MqN6efQ6qreIbm,0.382
0.00428,https://api.spotify.com/v1/audio-analysis/3Lr9aRWF57Dd8NsjeWTKNp,0.485,238745,0.902,3Lr9aRWF57Dd8NsjeWTKNp,0.856,0,0.281,-7.878,1,0.0317,1,172.572,1,https://api.spotify.com/v1/tracks/3Lr9aRWF57Dd8NsjeWTKNp,audio_features,spotify:track:3Lr9aRWF57Dd8NsjeWTKNp,0.426
0.631,https://api.spotify.com/v1/audio-analysis/7dYXMe7VAmmkKDyGByUOfM,0.353,104558,0.481,7dYXMe7VAmmkKDyGByUOfM,0.871,3,0.113,-17.469,0,0.0573,1,138.086,4,https://api.spotify.com/v1/tracks/7dYXMe7VAmmkKDyGByUOfM,audio_features,spotify:track:7dYXMe7VAmmkKDyGByUOfM,0.19
0.000194,https://api.spotify.com/v1/audio-analysis/6Z8R6UsFuGXGtiIxiD8ISb,0.656,192790,0.821,6Z8R6UsFuGXGtiIxiD8ISb,0.00232,0,0.101,-4.838,1,0.0325,1,117.948,5,https://api.spotify.com/v1/tracks/6Z8R6UsFuGXGtiIxiD8ISb,audio_features,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,0.791
0.00694,https://api.spotify.com/v1/audio-analysis/1leXuBiWQMgbvOIIedqbLB,0.764,223187,0.579,1leXuBiWQMgbvOIIedqbLB,0.000654,5,0.0305,-5.086,0,0.0366,1,100.0,4,https://api.spotify.com/v1/tracks/1leXuBiWQMgbvOIIedqbLB,audio_features,spotify:track:1leXuBiWQMgbvOIIedqbLB,0.975
0.000964,https://api.spotify.com/v1/audio-analysis/6ccpbyQlvt9fZCZrz6oDE3,0.731,214429,0.719,6ccpbyQlvt9fZCZrz6oDE3,0.00369,9,0.154,-6.46,0,0.0278,1,120.002,4,https://api.spotify.com/v1/tracks/6ccpbyQlvt9fZCZrz6oDE3,audio_features,spotify:track:6ccpbyQlvt9fZCZrz6oDE3,0.581
0.00216,https://api.spotify.com/v1/audio-analysis/77dRMsf3qPiG9DRFZfRg3p,0.664,185778,0.717,77dRMsf3qPiG9DRFZfRg3p,2.33e-05,9,0.0715,-4.621,0,0.031,1,110.987,4,https://api.spotify.com/v1/tracks/77dRMsf3qPiG9DRFZfRg3p,audio_features,spotify:track:77dRMsf3qPiG9DRFZfRg3p,0.656
0.00489,https://api.spotify.com/v1/audio-analysis/0NYLOvWtvJdyeceDD9R1Vw,0.611,202922,0.856,0NYLOvWtvJdyeceDD9R1Vw,2.82e-06,9,0.0997,-4.466,1,0.0341,1,123.001,4,https://api.spotify.com/v1/tracks/0NYLOvWtvJdyeceDD9R1Vw,audio_features,spotify:track:0NYLOvWtvJdyeceDD9R1Vw,0.361
0.0438,https://api.spotify.com/v1/audio-analysis/3kb72STxc2959ZqsTwu52i,0.634,175493,0.849,3kb72STxc2959ZqsTwu52i,0.0,0,0.363,-7.075,1,0.105,1,156.004,4,https://api.spotify.com/v1/tracks/3kb72STxc2959ZqsTwu52i,audio_features,spotify:track:3kb72STxc2959ZqsTwu52i,0.919
0.392,https://api.spotify.com/v1/audio-analysis/5n0CTysih20NYdT2S0Wpe8,0.47,225973,0.623,5n0CTysih20NYdT2S0Wpe8,0.000453,0,0.0992,-5.655,1,0.0302,1,77.861,4,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,audio_features,spotify:track:5n0CTysih20NYdT2S0Wpe8,0.298
0.0801,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,0.635,208760,0.675,2tznHmp70DxMyr2XhWLOW0,0.0,2,0.0831,-3.445,1,0.0263,1,113.946,4,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,audio_features,spotify:track:2tznHmp70DxMyr2XhWLOW0,0.273
0.0178,https://api.spotify.com/v1/audio-analysis/1Q3t9fWvHUXKsMmpD2XpUu,0.549,214387,0.789,1Q3t9fWvHUXKsMmpD2XpUu,6.68e-05,5,0.059,-6.071,1,0.0313,1,136.125,4,https://api.spotify.com/v1/tracks/1Q3t9fWvHUXKsMmpD2XpUu,audio_features,spotify:track:1Q3t9fWvHUXKsMmpD2XpUu,0.715
0.0265,https://api.spotify.com/v1/audio-analysis/4sebUbjqbcgDSwG6PbSGI0,0.44,229347,0.777,4sebUbjqbcgDSwG6PbSGI0,1.01e-06,1,0.151,-1.786,0,0.0327,1,148.027,4,https://api.spotify.com/v1/tracks/4sebUbjqbcgDSwG6PbSGI0,audio_features,spotify:track:4sebUbjqbcgDSwG6PbSGI0,0.306
0.0855,https://api.spotify.com/v1/audio-analysis/2yJ9GVCLMmzBBfQAnfzlwr,0.927,313573,0.535,2yJ9GVCLMmzBBfQAnfzlwr,0.0,6,0.136,-7.59,0,0.0911,1,112.96,4,https://api.spotify.com/v1/tracks/2yJ9GVCLMmzBBfQAnfzlwr,audio_features,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,0.336
0.00536,https://api.spotify.com/v1/audio-analysis/5SsR3wtCOafDmZgvIdRhSm,0.749,216013,0.865,5SsR3wtCOafDmZgvIdRhSm,0.0,3,0.198,-5.228,1,0.0413,1,111.914,4,https://api.spotify.com/v1/tracks/5SsR3wtCOafDmZgvIdRhSm,audio_features,spotify:track:5SsR3wtCOafDmZgvIdRhSm,0.371
0.025,https://api.spotify.com/v1/audio-analysis/0zO8ctW0UiuOefR87OeJOZ,0.825,299960,0.575,0zO8ctW0UiuOefR87OeJOZ,9.94e-06,11,0.205,-4.87,1,0.0633,1,153.954,4,https://api.spotify.com/v1/tracks/0zO8ctW0UiuOefR87OeJOZ,audio_features,spotify:track:0zO8ctW0UiuOefR87OeJOZ,0.65
0.0507,https://api.spotify.com/v1/audio-analysis/29gsi1zZrZxdStACmTQB0Z,0.709,278067,0.589,29gsi1zZrZxdStACmTQB0Z,0.0,8,0.0585,-7.776,0,0.0433,1,133.922,3,https://api.spotify.com/v1/tracks/29gsi1zZrZxdStACmTQB0Z,audio_features,spotify:track:29gsi1zZrZxdStACmTQB0Z,0.58
0.0166,https://api.spotify.com/v1/audio-analysis/78JKJfKsqgeBDBF58gv1SF,0.646,197132,0.784,78JKJfKsqgeBDBF58gv1SF,0.0,1,0.0721,-7.471,0,0.108,1,127.839,4,https://api.spotify.com/v1/tracks/78JKJfKsqgeBDBF58gv1SF,audio_features,spotify:track:78JKJfKsqgeBDBF58gv1SF,0.179
0.0327,https://api.spotify.com/v1/audio-analysis/5iI9bdhRUfc2ehGOyloYHf,0.672,197429,0.843,5iI9bdhRUfc2ehGOyloYHf,0.736,4,0.132,-6.513,0,0.0365,1,123.994,4,https://api.spotify.com/v1/tracks/5iI9bdhRUfc2ehGOyloYHf,audio_features,spotify:track:5iI9bdhRUfc2ehGOyloYHf,0.473
0.108,https://api.spotify.com/v1/audio-analysis/4fb0iBhHbQeiJHOfLr6R75,0.45,284444,0.756,4fb0iBhHbQeiJHOfLr6R75,0.0205,1,0.0762,-6.307,0,0.0389,1,135.102,4,https://api.spotify.com/v1/tracks/4fb0iBhHbQeiJHOfLr6R75,audio_features,spotify:track:4fb0iBhHbQeiJHOfLr6R75,0.268
0.0143,https://api.spotify.com/v1/audio-analysis/0c8X4ApJu6CNEXoIb5VKMo,0.424,214733,0.93,0c8X4ApJu6CNEXoIb5VKMo,0.00124,11,0.251,-4.156,0,0.0685,1,75.941,4,https://api.spotify.com/v1/tracks/0c8X4ApJu6CNEXoIb5VKMo,audio_features,spotify:track:0c8X4ApJu6CNEXoIb5VKMo,0.129
0.226,https://api.spotify.com/v1/audio-analysis/5eh17lUQtcqtDyHTkNQp19,0.602,218493,0.777,5eh17lUQtcqtDyHTkNQp19,0.000367,9,0.0854,-5.902,0,0.0877,1,140.026,4,https://api.spotify.com/v1/tracks/5eh17lUQtcqtDyHTkNQp19,audio_features,spotify:track:5eh17lUQtcqtDyHTkNQp19,0.482
0.108,https://api.spotify.com/v1/audio-analysis/5UzLjnzRsir7ptlIsdAdTy,0.689,176627,0.823,5UzLjnzRsir7ptlIsdAdTy,0.302,4,0.152,-5.725,0,0.0301,1,124.983,4,https://api.spotify.com/v1/tracks/5UzLjnzRsir7ptlIsdAdTy,audio_features,spotify:track:5UzLjnzRsir7ptlIsdAdTy,0.228
0.00869,https://api.spotify.com/v1/audio-analysis/3Oiauiojgokw9vWQvFmEoI,0.614,320000,0.726,3Oiauiojgokw9vWQvFmEoI,0.00131,11,0.157,-6.441,1,0.096,1,144.965,4,https://api.spotify.com/v1/tracks/3Oiauiojgokw9vWQvFmEoI,audio_features,spotify:track:3Oiauiojgokw9vWQvFmEoI,0.315
0.183,https://api.spotify.com/v1/audio-analysis/3Zjdqz7eOox8XU0zTCPL4P,0.61,133080,0.706,3Zjdqz7eOox8XU0zTCPL4P,0.000587,0,0.218,-7.084,1,0.0483,1,170.087,3,https://api.spotify.com/v1/tracks/3Zjdqz7eOox8XU0zTCPL4P,audio_features,spotify:track:3Zjdqz7eOox8XU0zTCPL4P,0.344
0.00594,https://api.spotify.com/v1/audio-analysis/0LQ8OWUZXRd7qu5ujC3758,0.794,299600,0.577,0LQ8OWUZXRd7qu5ujC3758,0.37,2,0.0708,-8.549,1,0.111,1,82.46,4,https://api.spotify.com/v1/tracks/0LQ8OWUZXRd7qu5ujC3758,audio_features,spotify:track:0LQ8OWUZXRd7qu5ujC3758,0.645
0.199,https://api.spotify.com/v1/audio-analysis/3LYv1fJdCLMBvsqDyzHrCT,0.563,145560,0.728,3LYv1fJdCLMBvsqDyzHrCT,0.00405,7,0.236,-5.521,1,0.0275,1,75.246,4,https://api.spotify.com/v1/tracks/3LYv1fJdCLMBvsqDyzHrCT,audio_features,spotify:track:3LYv1fJdCLMBvsqDyzHrCT,0.522
0.735,https://api.spotify.com/v1/audio-analysis/5lCRPA4XEg4VPbNu0lDHBA,0.717,146400,0.373,5lCRPA4XEg4VPbNu0lDHBA,0.0,7,0.303,-7.185,1,0.061,1,138.513,4,https://api.spotify.com/v1/tracks/5lCRPA4XEg4VPbNu0lDHBA,audio_features,spotify:track:5lCRPA4XEg4VPbNu0lDHBA,0.538
0.559,https://api.spotify.com/v1/audio-analysis/28OkLLntKaxV9Fxk79sQkD,0.722,231733,0.868,28OkLLntKaxV9Fxk79sQkD,0.000779,4,0.447,-4.523,1,0.109,1,95.021,4,https://api.spotify.com/v1/tracks/28OkLLntKaxV9Fxk79sQkD,audio_features,spotify:track:28OkLLntKaxV9Fxk79sQkD,0.633
0.106,https://api.spotify.com/v1/audio-analysis/650OeHTLxZAQmb4aEbGmaA,0.697,211413,0.84,650OeHTLxZAQmb4aEbGmaA,0.0,9,0.748,-4.602,0,0.054,1,128.034,4,https://api.spotify.com/v1/tracks/650OeHTLxZAQmb4aEbGmaA,audio_features,spotify:track:650OeHTLxZAQmb4aEbGmaA,0.452
0.0743,https://api.spotify.com/v1/audio-analysis/34Fulx6Umr9LoA4UKdcjVP,0.652,212507,0.78,34Fulx6Umr9LoA4UKdcjVP,5.65e-05,1,0.378,-5.995,0,0.363,1,172.205,4,https://api.spotify.com/v1/tracks/34Fulx6Umr9LoA4UKdcjVP,audio_features,spotify:track:34Fulx6Umr9LoA4UKdcjVP,0.659
0.00822,https://api.spotify.com/v1/audio-analysis/12D0n7hKpPcjuUpcbAKjjr,0.668,283653,0.628,12D0n7hKpPcjuUpcbAKjjr,0.0,6,0.145,-5.327,0,0.205,1,131.88,4,https://api.spotify.com/v1/tracks/12D0n7hKpPcjuUpcbAKjjr,audio_features,spotify:track:12D0n7hKpPcjuUpcbAKjjr,0.621
0.045,https://api.spotify.com/v1/audio-analysis/3U8Ev1gISsx6O1uwpsttOD,0.731,326347,0.624,3U8Ev1gISsx6O1uwpsttOD,3.37e-05,6,0.305,-5.761,0,0.311,1,140.131,4,https://api.spotify.com/v1/tracks/3U8Ev1gISsx6O1uwpsttOD,audio_features,spotify:track:3U8Ev1gISsx6O1uwpsttOD,0.528
0.312,https://api.spotify.com/v1/audio-analysis/1b6rmL3VXBgYTbn61kM8wT,0.57,253787,0.86,1b6rmL3VXBgYTbn61kM8wT,0.0,1,0.123,-5.075,0,0.438,1,152.797,4,https://api.spotify.com/v1/tracks/1b6rmL3VXBgYTbn61kM8wT,audio_features,spotify:track:1b6rmL3VXBgYTbn61kM8wT,0.495
0.334,https://api.spotify.com/v1/audio-analysis/2jJFm10sC5gFMcRleV9ztW,0.772,197878,0.624,2jJFm10sC5gFMcRleV9ztW,6.3e-05,8,0.12,-9.447,0,0.175,1,95.009,4,https://api.spotify.com/v1/tracks/2jJFm10sC5gFMcRleV9ztW,audio_features,spotify:track:2jJFm10sC5gFMcRleV9ztW,0.872
0.0452,https://api.spotify.com/v1/audio-analysis/02vbwgCw4piXoMteswBt5I,0.908,279754,0.417,02vbwgCw4piXoMteswBt5I,0.0824,10,0.0895,-8.244,0,0.255,1,104.504,4,https://api.spotify.com/v1/tracks/02vbwgCw4piXoMteswBt5I,audio_features,spotify:track:02vbwgCw4piXoMteswBt5I,0.81
0.119,https://api.spotify.com/v1/audio-analysis/6RBMpENxbx74lTdR5SBcaF,0.733,185267,0.67,6RBMpENxbx74lTdR5SBcaF,0.0,10,0.442,-3.532,0,0.132,1,86.983,4,https://api.spotify.com/v1/tracks/6RBMpENxbx74lTdR5SBcaF,audio_features,spotify:track:6RBMpENxbx74lTdR5SBcaF,0.763
0.219,https://api.spotify.com/v1/audio-analysis/69sjO8JHcKM2dG8IezfzfJ,0.537,295671,0.493,69sjO8JHcKM2dG8IezfzfJ,0.429,9,0.57,-10.157,0,0.255,1,178.042,4,https://api.spotify.com/v1/tracks/69sjO8JHcKM2dG8IezfzfJ,audio_features,spotify:track:69sjO8JHcKM2dG8IezfzfJ,0.243
0.549,https://api.spotify.com/v1/audio-analysis/6AOiHpFFwVY52p3EaA7eHl,0.71,333499,0.317,6AOiHpFFwVY52p3EaA7eHl,0.00289,0,0.43,-12.351,1,0.0335,1,104.016,4,https://api.spotify.com/v1/tracks/6AOiHpFFwVY52p3EaA7eHl,audio_features,spotify:track:6AOiHpFFwVY52p3EaA7eHl,0.408
0.00044,https://api.spotify.com/v1/audio-analysis/4m94RGz3F0bq7FvZlKvn5X,0.489,174600,0.969,4m94RGz3F0bq7FvZlKvn5X,0.0101,10,0.288,-2.667,1,0.0488,1,160.035,4,https://api.spotify.com/v1/tracks/4m94RGz3F0bq7FvZlKvn5X,audio_features,spotify:track:4m94RGz3F0bq7FvZlKvn5X,0.779
0.00115,https://api.spotify.com/v1/audio-analysis/52kflBU5yHB7jxzHFgGfIz,0.496,230427,0.848,52kflBU5yHB7jxzHFgGfIz,0.000355,6,0.112,-4.075,0,0.0513,1,139.985,4,https://api.spotify.com/v1/tracks/52kflBU5yHB7jxzHFgGfIz,audio_features,spotify:track:52kflBU5yHB7jxzHFgGfIz,0.433
0.000884,https://api.spotify.com/v1/audio-analysis/5gdQO1HV9QqkJQCPWq0DAI,0.502,210187,0.953,5gdQO1HV9QqkJQCPWq0DAI,0.00268,0,0.148,-4.63,1,0.0626,1,152.874,4,https://api.spotify.com/v1/tracks/5gdQO1HV9QqkJQCPWq0DAI,audio_features,spotify:track:5gdQO1HV9QqkJQCPWq0DAI,0.337
0.000283,https://api.spotify.com/v1/audio-analysis/2aMh7B4S7jzDEMASyQJcdd,0.521,211160,0.892,2aMh7B4S7jzDEMASyQJcdd,0.0,11,0.0675,-2.893,1,0.063,1,149.984,4,https://api.spotify.com/v1/tracks/2aMh7B4S7jzDEMASyQJcdd,audio_features,spotify:track:2aMh7B4S7jzDEMASyQJcdd,0.53
0.000885,https://api.spotify.com/v1/audio-analysis/25ruWV6EWISJwy14ohF7yI,0.671,168013,0.886,25ruWV6EWISJwy14ohF7yI,0.0,11,0.369,-4.106,1,0.0462,1,120.0,4,https://api.spotify.com/v1/tracks/25ruWV6EWISJwy14ohF7yI,audio_features,spotify:track:25ruWV6EWISJwy14ohF7yI,0.59
0.0448,https://api.spotify.com/v1/audio-analysis/45OfR7ugJMgbFDuNOVpIq3,0.635,233077,0.795,45OfR7ugJMgbFDuNOVpIq3,1.48e-05,1,0.119,-5.089,0,0.0917,1,103.951,4,https://api.spotify.com/v1/tracks/45OfR7ugJMgbFDuNOVpIq3,audio_features,spotify:track:45OfR7ugJMgbFDuNOVpIq3,0.404
0.00403,https://api.spotify.com/v1/audio-analysis/0dXNQ8dckG4eYfEtq9zcva,0.54,197640,0.803,0dXNQ8dckG4eYfEtq9zcva,0.0,8,0.33,-5.194,1,0.0358,1,144.997,4,https://api.spotify.com/v1/tracks/0dXNQ8dckG4eYfEtq9zcva,audio_features,spotify:track:0dXNQ8dckG4eYfEtq9zcva,0.501
0.00681,https://api.spotify.com/v1/audio-analysis/5jJnlACnwFvyqNXmUZu8Nd,0.643,224272,0.732,5jJnlACnwFvyqNXmUZu8Nd,4.57e-05,5,0.0606,-6.762,0,0.0294,1,102.979,4,https://api.spotify.com/v1/tracks/5jJnlACnwFvyqNXmUZu8Nd,audio_features,spotify:track:5jJnlACnwFvyqNXmUZu8Nd,0.181
0.0569,https://api.spotify.com/v1/audio-analysis/5BquXRbtTX3jaSXsfudsdm,0.753,202475,0.776,5BquXRbtTX3jaSXsfudsdm,0.0,7,0.325,-5.453,0,0.0518,1,131.194,4,https://api.spotify.com/v1/tracks/5BquXRbtTX3jaSXsfudsdm,audio_features,spotify:track:5BquXRbtTX3jaSXsfudsdm,0.718
0.114,https://api.spotify.com/v1/audio-analysis/6AoYWCzsDls6c61Zp5qTuU,0.858,290836,0.697,6AoYWCzsDls6c61Zp5qTuU,0.0,2,0.224,-5.361,1,0.23,1,98.012,4,https://api.spotify.com/v1/tracks/6AoYWCzsDls6c61Zp5qTuU,audio_features,spotify:track:6AoYWCzsDls6c61Zp5qTuU,0.364
0.203,https://api.spotify.com/v1/audio-analysis/0NBiC3zLXoBQXBjsbnbwJq,0.831,244340,0.514,0NBiC3zLXoBQXBjsbnbwJq,0.000156,7,0.115,-6.695,1,0.0368,1,114.94,4,https://api.spotify.com/v1/tracks/0NBiC3zLXoBQXBjsbnbwJq,audio_features,spotify:track:0NBiC3zLXoBQXBjsbnbwJq,0.397
0.433,https://api.spotify.com/v1/audio-analysis/1Ysc1uDZtf430TGavoS1j4,0.685,353960,0.621,1Ysc1uDZtf430TGavoS1j4,0.0,11,0.607,-8.442,0,0.361,1,128.906,3,https://api.spotify.com/v1/tracks/1Ysc1uDZtf430TGavoS1j4,audio_features,spotify:track:1Ysc1uDZtf430TGavoS1j4,0.538
0.0144,https://api.spotify.com/v1/audio-analysis/0egGmGkZ8maYdEYo4RrVsZ,0.8,285894,0.656,0egGmGkZ8maYdEYo4RrVsZ,0.0,5,0.354,-5.874,0,0.114,1,119.921,4,https://api.spotify.com/v1/tracks/0egGmGkZ8maYdEYo4RrVsZ,audio_features,spotify:track:0egGmGkZ8maYdEYo4RrVsZ,0.436
0.574,https://api.spotify.com/v1/audio-analysis/4lh1PamTsomWbFpkOPyfrD,0.916,645876,0.362,4lh1PamTsomWbFpkOPyfrD,0.0,8,0.134,-8.331,1,0.373,1,104.979,4,https://api.spotify.com/v1/tracks/4lh1PamTsomWbFpkOPyfrD,audio_features,spotify:track:4lh1PamTsomWbFpkOPyfrD,0.416
0.00986,https://api.spotify.com/v1/audio-analysis/3hVn28ODoRoVabZhTIvWS1,0.72,159572,0.782,3hVn28ODoRoVabZhTIvWS1,0.00563,0,0.0992,-6.585,0,0.0573,1,124.088,4,https://api.spotify.com/v1/tracks/3hVn28ODoRoVabZhTIvWS1,audio_features,spotify:track:3hVn28ODoRoVabZhTIvWS1,0.506
0.0464,https://api.spotify.com/v1/audio-analysis/3de3pLWU48fpTNlSuM6tyR,0.718,413333,0.747,3de3pLWU48fpTNlSuM6tyR,0.641,11,0.0772,-4.932,0,0.0409,1,125.982,4,https://api.spotify.com/v1/tracks/3de3pLWU48fpTNlSuM6tyR,audio_features,spotify:track:3de3pLWU48fpTNlSuM6tyR,0.325
0.000176,https://api.spotify.com/v1/audio-analysis/3dhPpCQvw3kn7so6mkTbJ3,0.604,293333,0.903,3dhPpCQvw3kn7so6mkTbJ3,0.53,0,0.0586,-4.231,1,0.0449,1,125.989,4,https://api.spotify.com/v1/tracks/3dhPpCQvw3kn7so6mkTbJ3,audio_features,spotify:track:3dhPpCQvw3kn7so6mkTbJ3,0.078
0.00499,https://api.spotify.com/v1/audio-analysis/4wtyVaBlDmssq5sj1cwF9S,0.763,278400,0.827,4wtyVaBlDmssq5sj1cwF9S,0.772,11,0.0627,-1.956,1,0.0487,1,125.008,4,https://api.spotify.com/v1/tracks/4wtyVaBlDmssq5sj1cwF9S,audio_features,spotify:track:4wtyVaBlDmssq5sj1cwF9S,0.227
0.00282,https://api.spotify.com/v1/audio-analysis/0cxzF0VFSeg5xnNgHPKuDU,0.719,302951,0.721,0cxzF0VFSeg5xnNgHPKuDU,0.00711,11,0.0962,-4.798,1,0.049,1,122.013,4,https://api.spotify.com/v1/tracks/0cxzF0VFSeg5xnNgHPKuDU,audio_features,spotify:track:0cxzF0VFSeg5xnNgHPKuDU,0.63
0.00189,https://api.spotify.com/v1/audio-analysis/2M71Inc9camxaIGtmQ6I87,0.628,228169,0.877,2M71Inc9camxaIGtmQ6I87,0.0,10,0.228,-3.016,0,0.041,1,142.034,4,https://api.spotify.com/v1/tracks/2M71Inc9camxaIGtmQ6I87,audio_features,spotify:track:2M71Inc9camxaIGtmQ6I87,0.199
