acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0.557,https://api.spotify.com/v1/audio-analysis/7DImv0qWPEiAYUPJ0yKuDd,0.835,218587,0.182,7DImv0qWPEiAYUPJ0yKuDd,0.456,2,0.113,-15.876,1,0.0762,1,119.98,4,https://api.spotify.com/v1/tracks/7DImv0qWPEiAYUPJ0yKuDd,audio_features,spotify:track:7DImv0qWPEiAYUPJ0yKuDd,0.369
0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7,0.149,-3.37,1,0.0484,1,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43
0.0213,https://api.spotify.com/v1/audio-analysis/2Q7PDjPz7h559wBF97lO07,0.512,224840,0.768,2Q7PDjPz7h559wBF97lO07,3.2e-06,1,0.0918,-4.673,1,0.045,1,126.907,4,https://api.spotify.com/v1/tracks/2Q7PDjPz7h559wBF97lO07,audio_features,spotify:track:2Q7PDjPz7h559wBF97lO07,0.322
0.0981,https://api.spotify.com/v1/audio-analysis/57RHMnLMQx8Qz5V6c0E8dF,0.666,267355,0.785,57RHMnLMQx8Qz5V6c0E8dF,0.0198,4,0.434,-5.37,0,0.0308,1,122.973,4,https://api.spotify.com/v1/tracks/57RHMnLMQx8Qz5V6c0E8dF,audio_features,spotify:track:57RHMnLMQx8Qz5V6c0E8dF,0.549
0.107,https://api.spotify.com/v1/audio-analysis/5WBnKCEsPwsvWHUZmLjS3s,0.523,204591,0.879,5WBnKCEsPwsvWHUZmLjS3s,0.0,5,0.0633,-3.082,1,0.0365,1,119.943,4,https://api.spotify.com/v1/tracks/5WBnKCEsPwsvWHUZmLjS3s,audio_features,spotify:track:5WBnKCEsPwsvWHUZmLjS3s,0.402
0.00327,https://api.spotify.com/v1/audio-analysis/7zebYDpYfiQkFiyGvkfXhb,0.497,200067,0.759,7zebYDpYfiQkFiyGvkfXhb,0.0,8,0.11,-5.321,0,0.0499,1,120.022,4,https://api.spotify.com/v1/tracks/7zebYDpYfiQkFiyGvkfXhb,audio_features,spotify:track:7zebYDpYfiQkFiyGvkfXhb,0.459
0.0282,https://api.spotify.com/v1/audio-analysis/3oZoXyU0SkDldgS7AcN4y4,0.674,212773,0.932,3oZoXyU0SkDldgS7AcN4y4,0.71,11,0.684,-4.424,0,0.0859,1,101.033,4,https://api.spotify.com/v1/tracks/3oZoXyU0SkDldgS7AcN4y4,audio_features,spotify:track:3oZoXyU0SkDldgS7AcN4y4,0.728
0.00171,https://api.spotify.com/v1/audio-analysis/20UdW4qyeOmKa9YaOcv9WX,0.721,197442,0.925,20UdW4qyeOmKa9YaOcv9WX,0.0545,4,0.547,-3.208,0,0.196,1,111.961,4,https://api.spotify.com/v1/tracks/20UdW4qyeOmKa9YaOcv9WX,audio_features,spotify:track:20UdW4qyeOmKa9YaOcv9WX,0.37
0.25,https://api.spotify.com/v1/audio-analysis/21QdVw8LviPfxOlTXvIPaA,0.717,246000,0.637,21QdVw8LviPfxOlTXvIPaA,0.306,0,0.347,-3.401,0,0.0347,1,119.951,3,https://api.spotify.com/v1/tracks/21QdVw8LviPfxOlTXvIPaA,audio_features,spotify:track:21QdVw8LviPfxOlTXvIPaA,0.392
0.129,https://api.spotify.com/v1/audio-analysis/1LPGwuFgIzbJoShfDdw7MY,0.648,230693,0.718,1LPGwuFgIzbJoShfDdw7MY,0.00156,9,0.112,-7.765,0,0.0298,1,96.017,4,https://api.spotify.com/v1/tracks/1LPGwuFgIzbJoShfDdw7MY,audio_features,spotify:track:1LPGwuFgIzbJoShfDdw7MY,0.785
0.0147,https://api.spotify.com/v1/audio-analysis/32zkKx35Et6A515oZKxDkD,0.699,281407,0.67,32zkKx35Et6A515oZKxDkD,0.22,1,0.356,-6.219,1,0.0347,1,111.988,4,https://api.spotify.com/v1/tracks/32zkKx35Et6A515oZKxDkD,audio_features,spotify:track:32zkKx35Et6A515oZKxDkD,0.556
0.543,https://api.spotify.com/v1/audio-analysis/4vcoNCrTtunmJ9q8srpVly,0.742,243509,0.289,4vcoNCrTtunmJ9q8srpVly,4.57e-05,5,0.228,-7.833,0,0.115,1,147.986,4,https://api.spotify.com/v1/tracks/4vcoNCrTtunmJ9q8srpVly,audio_features,spotify:track:4vcoNCrTtunmJ9q8srpVly,0.71
0.349,https://api.spotify.com/v1/audio-analysis/0rRjGruFonCGOt0S5zAJNQ,0.689,320654,0.338,0rRjGruFonCGOt0S5zAJNQ,5.7e-05,11,0.0649,-7.634,0,0.0629,1,128.012,4,https://api.spotify.com/v1/tracks/0rRjGruFonCGOt0S5zAJNQ,audio_features,spotify:track:0rRjGruFonCGOt0S5zAJNQ,0.568
7.19e-05,https://api.spotify.com/v1/audio-analysis/0UPsdEgJx6ypkfFUxD3ZHh,0.558,258187,0.642,0UPsdEgJx6ypkfFUxD3ZHh,0.00746,5,0.201,-5.206,0,0.0321,1,99.977,4,https://api.spotify.com/v1/tracks/0UPsdEgJx6ypkfFUxD3ZHh,audio_features,spotify:track:0UPsdEgJx6ypkfFUxD3ZHh,0.482
0.191,https://api.spotify.com/v1/audio-analysis/3498wF96LsgVgMkGmJzJOC,0.646,249067,0.758,3498wF96LsgVgMkGmJzJOC,0.097,10,0.103,-4.34,1,0.0314,1,91.998,4,https://api.spotify.com/v1/tracks/3498wF96LsgVgMkGmJzJOC,audio_features,spotify:track:3498wF96LsgVgMkGmJzJOC,0.424
0.0416,https://api.spotify.com/v1/audio-analysis/5imUTBF35uIoABlV9g9da2,0.348,223227,0.856,5imUTBF35uIoABlV9g9da2,0.0,2,0.203,-3.216,0,0.0979,1,188.046,4,https://api.spotify.com/v1/tracks/5imUTBF35uIoABlV9g9da2,audio_features,spotify:track:5imUTBF35uIoABlV9g9da2,0.269
0.977,https://api.spotify.com/v1/audio-analysis/49Su9fsYwmnnuJSyxj48kL,0.394,186187,0.197,49Su9fsYwmnnuJSyxj48kL,0.0139,2,0.0725,-11.719,0,0.0346,1,136.12,4,https://api.spotify.com/v1/tracks/49Su9fsYwmnnuJSyxj48kL,audio_features,spotify:track:49Su9fsYwmnnuJSyxj48kL,0.228
0.0381,https://api.spotify.com/v1/audio-analysis/5uTjNzGKCQ50synrf9dWmT,0.7,210267,0.738,5uTjNzGKCQ50synrf9dWmT,0.00527,1,0.22,-4.398,1,0.0324,1,144.035,4,https://api.spotify.com/v1/tracks/5uTjNzGKCQ50synrf9dWmT,audio_features,spotify:track:5uTjNzGKCQ50synrf9dWmT,0.796
0.14,https://api.spotify.com/v1/audio-analysis/3Il1ess0dinvEagLM3dTzG,0.863,299000,0.75,3Il1ess0dinvEagLM3dTzG,0.0882,6,0.102,-9.273,0,0.0734,1,125.042,4,https://api.spotify.com/v1/tracks/3Il1ess0dinvEagLM3dTzG,audio_features,spotify:track:3Il1ess0dinvEagLM3dTzG,0.568
0.00812,https://api.spotify.com/v1/audio-analysis/5bBrbeCtAntjU0SOUXnIC8,0.837,289400,0.516,5bBrbeCtAntjU0SOUXnIC8,0.507,7,0.11,-7.735,1,0.0574,1,138.976,4,https://api.spotify.com/v1/tracks/5bBrbeCtAntjU0SOUXnIC8,audio_features,spotify:track:5bBrbeCtAntjU0SOUXnIC8,0.213
0.00687,https://api.spotify.com/v1/audio-analysis/6WDAtzaXY7d31CkuoxYFcb,0.663,293787,0.831,6WDAtzaXY7d31CkuoxYFcb,0.733,2,0.0271,-6.542,1,0.0326,1,96.666,4,https://api.spotify.com/v1/tracks/6WDAtzaXY7d31CkuoxYFcb,audio_features,spotify:track:6WDAtzaXY7d31CkuoxYFcb,0.743
0.0379,https://api.spotify.com/v1/audio-analysis/3yMQ2HIVpgZHKLLBCBJ52e,0.857,175440,0.372,3yMQ2HIVpgZHKLLBCBJ52e,0.0238,8,0.0878,-11.138,1,0.0472,1,102.012,4,https://api.spotify.com/v1/tracks/3yMQ2HIVpgZHKLLBCBJ52e,audio_features,spotify:track:3yMQ2HIVpgZHKLLBCBJ52e,0.126
0.00101,https://api.spotify.com/v1/audio-analysis/4PvD06Pmbm2rHG2JjSlElF,0.597,249740,0.696,4PvD06Pmbm2rHG2JjSlElF,0.0735,5,0.255,-6.196,0,0.0278,1,107.96,4,https://api.spotify.com/v1/tracks/4PvD06Pmbm2rHG2JjSlElF,audio_features,spotify:track:4PvD06Pmbm2rHG2JjSlElF,0.397
0.202,https://api.spotify.com/v1/audio-analysis/5fdzPMOxUqVJYSzTP5cFP7,0.769,186333,0.654,5fdzPMOxUqVJYSzTP5cFP7,0.000574,11,0.148,-6.295,0,0.08,1,102.009,4,https://api.spotify.com/v1/tracks/5fdzPMOxUqVJYSzTP5cFP7,audio_features,spotify:track:5fdzPMOxUqVJYSzTP5cFP7,0.555
0.434,https://api.spotify.com/v1/audio-analysis/6ybI4l93T6PI6ARyUXMXEg,0.658,243578,0.802,6ybI4l93T6PI6ARyUXMXEg,0.0227,11,0.139,-6.595,1,0.0395,1,95.012,4,https://api.spotify.com/v1/tracks/6ybI4l93T6PI6ARyUXMXEg,audio_features,spotify:track:6ybI4l93T6PI6ARyUXMXEg,0.686
0.347,https://api.spotify.com/v1/audio-analysis/16LzUBaDdv3aYB8GbLMA6m,0.416,139702,0.698,16LzUBaDdv3aYB8GbLMA6m,0.256,0,0.575,-6.466,0,0.0622,1,134.216,4,https://api.spotify.com/v1/tracks/16LzUBaDdv3aYB8GbLMA6m,audio_features,spotify:track:16LzUBaDdv3aYB8GbLMA6m,0.305
0.48,https://api.spotify.com/v1/audio-analysis/1Q1OEWMdj88YNUGel55nxs,0.653,261787,0.55,1Q1OEWMdj88YNUGel55nxs,0.00101,1,0.102,-10.111,1,0.109,1,139.518,4,https://api.spotify.com/v1/tracks/1Q1OEWMdj88YNUGel55nxs,audio_features,spotify:track:1Q1OEWMdj88YNUGel55nxs,0.235
0.117,https://api.spotify.com/v1/audio-analysis/4JJIj448WHVYw2kEYfIj94,0.773,246952,0.518,4JJIj448WHVYw2kEYfIj94,0.0136,11,0.611,-8.188,1,0.145,1,104.024,4,https://api.spotify.com/v1/tracks/4JJIj448WHVYw2kEYfIj94,audio_features,spotify:track:4JJIj448WHVYw2kEYfIj94,0.642
0.48,https://api.spotify.com/v1/audio-analysis/1Q1OEWMdj88YNUGel55nxs,0.653,261787,0.55,1Q1OEWMdj88YNUGel55nxs,0.00101,1,0.102,-10.111,1,0.109,1,139.518,4,https://api.spotify.com/v1/tracks/1Q1OEWMdj88YNUGel55nxs,audio_features,spotify:track:1Q1OEWMdj88YNUGel55nxs,0.235
0.91,https://api.spotify.com/v1/audio-analysis/2r3W5VKpa07a52vvytL65Z,0.556,177796,0.227,2r3W5VKpa07a52vvytL65Z,8.84e-06,11,0.228,-13.149,1,0.0748,1,138.388,4,https://api.spotify.com/v1/tracks/2r3W5VKpa07a52vvytL65Z,audio_features,spotify:track:2r3W5VKpa07a52vvytL65Z,0.394
0.495,https://api.spotify.com/v1/audio-analysis/0sQdzJAChz97Ea2Zg2Yx7Z,0.783,226380,0.55,0sQdzJAChz97Ea2Zg2Yx7Z,0.0776,1,0.0766,-12.713,0,0.071,1,119.962,4,https://api.spotify.com/v1/tracks/0sQdzJAChz97Ea2Zg2Yx7Z,audio_features,spotify:track:0sQdzJAChz97Ea2Zg2Yx7Z,0.565
0.548,https://api.spotify.com/v1/audio-analysis/5gY2yQvNyyfCcukuXtNmDq,0.706,206148,0.707,5gY2yQvNyyfCcukuXtNmDq,0.000313,0,0.1,-5.212,0,0.0351,1,144.877,4,https://api.spotify.com/v1/tracks/5gY2yQvNyyfCcukuXtNmDq,audio_features,spotify:track:5gY2yQvNyyfCcukuXtNmDq,0.262
0.0807,https://api.spotify.com/v1/audio-analysis/6AAw43DJbIysnD0DwVurGd,0.874,184068,0.728,6AAw43DJbIysnD0DwVurGd,0.105,0,0.559,-4.921,0,0.039,1,118.009,4,https://api.spotify.com/v1/tracks/6AAw43DJbIysnD0DwVurGd,audio_features,spotify:track:6AAw43DJbIysnD0DwVurGd,0.157
0.0119,https://api.spotify.com/v1/audio-analysis/7th2B8tA26On1RAt2WmnMI,0.71,172742,0.824,7th2B8tA26On1RAt2WmnMI,0.000574,5,0.589,-6.001,0,0.028,1,124.0,4,https://api.spotify.com/v1/tracks/7th2B8tA26On1RAt2WmnMI,audio_features,spotify:track:7th2B8tA26On1RAt2WmnMI,0.208
0.101,https://api.spotify.com/v1/audio-analysis/3eSCvY0GGjewJUrkxoQIXk,0.377,225900,0.715,3eSCvY0GGjewJUrkxoQIXk,1.13e-06,0,0.306,-5.57,0,0.138,1,99.935,4,https://api.spotify.com/v1/tracks/3eSCvY0GGjewJUrkxoQIXk,audio_features,spotify:track:3eSCvY0GGjewJUrkxoQIXk,0.322
0.0245,https://api.spotify.com/v1/audio-analysis/5Yn4h3upuCzhwfOffa0Liy,0.694,191803,0.889,5Yn4h3upuCzhwfOffa0Liy,0.242,1,0.132,-4.481,1,0.0355,1,121.932,4,https://api.spotify.com/v1/tracks/5Yn4h3upuCzhwfOffa0Liy,audio_features,spotify:track:5Yn4h3upuCzhwfOffa0Liy,0.0955
0.0927,https://api.spotify.com/v1/audio-analysis/1A8j067qyiNwQnZT0bzUpZ,0.792,195547,0.717,1A8j067qyiNwQnZT0bzUpZ,3.59e-05,0,0.226,-4.759,0,0.0393,1,121.985,4,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,audio_features,spotify:track:1A8j067qyiNwQnZT0bzUpZ,0.466
0.00746,https://api.spotify.com/v1/audio-analysis/1Wb3y5rItvQv1ncKQzFb5E,0.769,440194,0.593,1Wb3y5rItvQv1ncKQzFb5E,0.646,4,0.109,-8.055,0,0.0896,1,126.988,4,https://api.spotify.com/v1/tracks/1Wb3y5rItvQv1ncKQzFb5E,audio_features,spotify:track:1Wb3y5rItvQv1ncKQzFb5E,0.308
0.00131,https://api.spotify.com/v1/audio-analysis/4d7YqvoJIlhanfD6nLpiVP,0.783,349798,0.453,4d7YqvoJIlhanfD6nLpiVP,0.893,6,0.104,-7.849,0,0.0648,1,128.003,4,https://api.spotify.com/v1/tracks/4d7YqvoJIlhanfD6nLpiVP,audio_features,spotify:track:4d7YqvoJIlhanfD6nLpiVP,0.556
0.0146,https://api.spotify.com/v1/audio-analysis/3BOxTOcXtgx1URkMJZK1YS,0.581,404835,0.687,3BOxTOcXtgx1URkMJZK1YS,0.698,1,0.117,-7.936,1,0.034,1,140.044,4,https://api.spotify.com/v1/tracks/3BOxTOcXtgx1URkMJZK1YS,audio_features,spotify:track:3BOxTOcXtgx1URkMJZK1YS,0.0376
0.000216,https://api.spotify.com/v1/audio-analysis/79Us8KZZ11QVoI3VB2xutW,0.76,443387,0.622,79Us8KZZ11QVoI3VB2xutW,0.461,2,0.385,-5.71,1,0.0758,1,128.99,4,https://api.spotify.com/v1/tracks/79Us8KZZ11QVoI3VB2xutW,audio_features,spotify:track:79Us8KZZ11QVoI3VB2xutW,0.181
0.000598,https://api.spotify.com/v1/audio-analysis/08TgvP8HivaWVIjfDTkPZR,0.847,335630,0.627,08TgvP8HivaWVIjfDTkPZR,0.918,1,0.115,-5.256,1,0.159,1,128.001,4,https://api.spotify.com/v1/tracks/08TgvP8HivaWVIjfDTkPZR,audio_features,spotify:track:08TgvP8HivaWVIjfDTkPZR,0.656
0.00729,https://api.spotify.com/v1/audio-analysis/0vOOmu7vL3onT3d8bKzYgW,0.9,378283,0.523,0vOOmu7vL3onT3d8bKzYgW,0.000786,4,0.14,-6.393,0,0.184,1,125.977,4,https://api.spotify.com/v1/tracks/0vOOmu7vL3onT3d8bKzYgW,audio_features,spotify:track:0vOOmu7vL3onT3d8bKzYgW,0.563
0.021,https://api.spotify.com/v1/audio-analysis/1zYsvExrADZ5L7Epqd5J6D,0.797,166760,0.98,1zYsvExrADZ5L7Epqd5J6D,4.11e-06,7,0.246,-2.709,1,0.0646,1,127.975,4,https://api.spotify.com/v1/tracks/1zYsvExrADZ5L7Epqd5J6D,audio_features,spotify:track:1zYsvExrADZ5L7Epqd5J6D,0.789
0.00179,https://api.spotify.com/v1/audio-analysis/1N7uFZzPs0XzCgu9bOzM0G,0.584,315253,0.552,1N7uFZzPs0XzCgu9bOzM0G,0.146,0,0.0692,-7.967,1,0.0445,1,128.025,4,https://api.spotify.com/v1/tracks/1N7uFZzPs0XzCgu9bOzM0G,audio_features,spotify:track:1N7uFZzPs0XzCgu9bOzM0G,0.309
0.0028,https://api.spotify.com/v1/audio-analysis/1y3rONGjS9zSss6ALT0Amg,0.488,312600,0.667,1y3rONGjS9zSss6ALT0Amg,0.0282,5,0.351,-7.393,0,0.0478,1,127.021,4,https://api.spotify.com/v1/tracks/1y3rONGjS9zSss6ALT0Amg,audio_features,spotify:track:1y3rONGjS9zSss6ALT0Amg,0.33
0.0142,https://api.spotify.com/v1/audio-analysis/6BmXDkUOWOyA6jTk0zDLGb,0.63,281053,0.777,6BmXDkUOWOyA6jTk0zDLGb,8.71e-05,2,0.0827,-5.787,0,0.0273,1,124.985,4,https://api.spotify.com/v1/tracks/6BmXDkUOWOyA6jTk0zDLGb,audio_features,spotify:track:6BmXDkUOWOyA6jTk0zDLGb,0.52
0.00242,https://api.spotify.com/v1/audio-analysis/3BQFSZ786vuUQLrQHCa2Cz,0.769,391385,0.668,3BQFSZ786vuUQLrQHCa2Cz,0.0154,8,0.458,-7.734,0,0.0715,1,129.985,4,https://api.spotify.com/v1/tracks/3BQFSZ786vuUQLrQHCa2Cz,audio_features,spotify:track:3BQFSZ786vuUQLrQHCa2Cz,0.281
0.0509,https://api.spotify.com/v1/audio-analysis/5CUa4bJX21q1TXgQjyudTC,0.825,410480,0.52,5CUa4bJX21q1TXgQjyudTC,0.334,10,0.0582,-8.056,0,0.0505,1,127.998,4,https://api.spotify.com/v1/tracks/5CUa4bJX21q1TXgQjyudTC,audio_features,spotify:track:5CUa4bJX21q1TXgQjyudTC,0.179
0.00351,https://api.spotify.com/v1/audio-analysis/2JhlrDoVxesVFh1UuWBInN,0.75,395933,0.83,2JhlrDoVxesVFh1UuWBInN,0.0889,5,0.112,-2.858,0,0.0709,1,128.008,4,https://api.spotify.com/v1/tracks/2JhlrDoVxesVFh1UuWBInN,audio_features,spotify:track:2JhlrDoVxesVFh1UuWBInN,0.315
0.00654,https://api.spotify.com/v1/audio-analysis/3oKlFN0SzQFmLBQ7XlMt2b,0.8,395721,0.78,3oKlFN0SzQFmLBQ7XlMt2b,0.506,5,0.0494,-5.346,1,0.0847,1,129.988,4,https://api.spotify.com/v1/tracks/3oKlFN0SzQFmLBQ7XlMt2b,audio_features,spotify:track:3oKlFN0SzQFmLBQ7XlMt2b,0.214
0.00901,https://api.spotify.com/v1/audio-analysis/6jNM6fKx3WnyHbWBI9hs2r,0.635,307987,0.983,6jNM6fKx3WnyHbWBI9hs2r,0.00799,6,0.0683,-3.807,0,0.174,1,145.085,4,https://api.spotify.com/v1/tracks/6jNM6fKx3WnyHbWBI9hs2r,audio_features,spotify:track:6jNM6fKx3WnyHbWBI9hs2r,0.434
0.000182,https://api.spotify.com/v1/audio-analysis/3aEh7k5n8004LrNbfVfaNp,0.751,422046,0.718,3aEh7k5n8004LrNbfVfaNp,0.0891,4,0.0592,-3.005,0,0.0688,1,128.055,4,https://api.spotify.com/v1/tracks/3aEh7k5n8004LrNbfVfaNp,audio_features,spotify:track:3aEh7k5n8004LrNbfVfaNp,0.173
0.000245,https://api.spotify.com/v1/audio-analysis/7zNF2ALYpFspy059PEiLRv,0.814,281538,0.569,7zNF2ALYpFspy059PEiLRv,0.422,11,0.0753,-5.277,0,0.116,1,130.001,4,https://api.spotify.com/v1/tracks/7zNF2ALYpFspy059PEiLRv,audio_features,spotify:track:7zNF2ALYpFspy059PEiLRv,0.612
5.79e-05,https://api.spotify.com/v1/audio-analysis/008jrMYBtBLYf8nQKp0d3I,0.534,211933,0.984,008jrMYBtBLYf8nQKp0d3I,0.793,5,0.586,-4.535,0,0.039,1,129.967,4,https://api.spotify.com/v1/tracks/008jrMYBtBLYf8nQKp0d3I,audio_features,spotify:track:008jrMYBtBLYf8nQKp0d3I,0.414
0.000226,https://api.spotify.com/v1/audio-analysis/27VXDja1mOpZ1LSKbpWaMR,0.878,377011,0.673,27VXDja1mOpZ1LSKbpWaMR,0.448,0,0.0684,-5.345,0,0.127,1,128.008,4,https://api.spotify.com/v1/tracks/27VXDja1mOpZ1LSKbpWaMR,audio_features,spotify:track:27VXDja1mOpZ1LSKbpWaMR,0.147
0.000406,https://api.spotify.com/v1/audio-analysis/4W9OoKxZdji2PMn2IzU5o4,0.898,300000,0.788,4W9OoKxZdji2PMn2IzU5o4,0.523,7,0.0376,-3.702,1,0.148,1,128.024,4,https://api.spotify.com/v1/tracks/4W9OoKxZdji2PMn2IzU5o4,audio_features,spotify:track:4W9OoKxZdji2PMn2IzU5o4,0.176
0.00281,https://api.spotify.com/v1/audio-analysis/183TNkmZRULvTSFCuBDynD,0.881,263008,0.719,183TNkmZRULvTSFCuBDynD,0.000417,5,0.0215,-3.64,0,0.137,1,127.984,4,https://api.spotify.com/v1/tracks/183TNkmZRULvTSFCuBDynD,audio_features,spotify:track:183TNkmZRULvTSFCuBDynD,0.697
0.0523,https://api.spotify.com/v1/audio-analysis/5uj8bVa7gAsFo1EnMiuR2G,0.704,307467,0.906,5uj8bVa7gAsFo1EnMiuR2G,1.55e-05,6,0.058,-4.552,0,0.0785,1,128.001,4,https://api.spotify.com/v1/tracks/5uj8bVa7gAsFo1EnMiuR2G,audio_features,spotify:track:5uj8bVa7gAsFo1EnMiuR2G,0.656
0.0052,https://api.spotify.com/v1/audio-analysis/1oO1Iayo47s2PwCP2xp5dC,0.826,343130,0.551,1oO1Iayo47s2PwCP2xp5dC,0.539,4,0.0711,-7.56,0,0.109,1,128.099,4,https://api.spotify.com/v1/tracks/1oO1Iayo47s2PwCP2xp5dC,audio_features,spotify:track:1oO1Iayo47s2PwCP2xp5dC,0.0635
0.00216,https://api.spotify.com/v1/audio-analysis/6xfGR429NnDkQrPXcFXoEr,0.72,417267,0.744,6xfGR429NnDkQrPXcFXoEr,0.0286,1,0.0673,-4.199,0,0.0519,1,127.997,4,https://api.spotify.com/v1/tracks/6xfGR429NnDkQrPXcFXoEr,audio_features,spotify:track:6xfGR429NnDkQrPXcFXoEr,0.782
0.00971,https://api.spotify.com/v1/audio-analysis/6XpNaTIY1sTrXFpYFXF8Cf,0.666,350431,0.761,6XpNaTIY1sTrXFpYFXF8Cf,0.321,11,0.0884,-6.734,0,0.0529,1,124.999,4,https://api.spotify.com/v1/tracks/6XpNaTIY1sTrXFpYFXF8Cf,audio_features,spotify:track:6XpNaTIY1sTrXFpYFXF8Cf,0.22
0.000105,https://api.spotify.com/v1/audio-analysis/6YStKH1diTijybRc1l8f1e,0.675,360745,0.957,6YStKH1diTijybRc1l8f1e,0.185,10,0.0498,-4.431,0,0.15,1,128.006,4,https://api.spotify.com/v1/tracks/6YStKH1diTijybRc1l8f1e,audio_features,spotify:track:6YStKH1diTijybRc1l8f1e,0.278
0.0915,https://api.spotify.com/v1/audio-analysis/1PY0gYjiCbwX6RZi0DsMLA,0.528,411938,0.801,1PY0gYjiCbwX6RZi0DsMLA,6.43e-05,7,0.186,-6.664,1,0.044,1,133.977,4,https://api.spotify.com/v1/tracks/1PY0gYjiCbwX6RZi0DsMLA,audio_features,spotify:track:1PY0gYjiCbwX6RZi0DsMLA,0.225
0.00314,https://api.spotify.com/v1/audio-analysis/4xTIknzHtjrqRQ1hlL2T8W,0.654,410897,0.734,4xTIknzHtjrqRQ1hlL2T8W,0.000249,0,0.0802,-6.216,1,0.112,1,126.995,4,https://api.spotify.com/v1/tracks/4xTIknzHtjrqRQ1hlL2T8W,audio_features,spotify:track:4xTIknzHtjrqRQ1hlL2T8W,0.241
0.000643,https://api.spotify.com/v1/audio-analysis/4vlKriYh8wxc1uDLsXA1po,0.733,374125,0.821,4vlKriYh8wxc1uDLsXA1po,0.373,7,0.0617,-6.021,1,0.0991,1,128.013,4,https://api.spotify.com/v1/tracks/4vlKriYh8wxc1uDLsXA1po,audio_features,spotify:track:4vlKriYh8wxc1uDLsXA1po,0.63
0.00116,https://api.spotify.com/v1/audio-analysis/3jtdzeNpVaHMt3WAYCOHRf,0.42,187927,0.894,3jtdzeNpVaHMt3WAYCOHRf,0.00697,7,0.0604,-6.003,0,0.0715,1,128.991,4,https://api.spotify.com/v1/tracks/3jtdzeNpVaHMt3WAYCOHRf,audio_features,spotify:track:3jtdzeNpVaHMt3WAYCOHRf,0.538
0.0173,https://api.spotify.com/v1/audio-analysis/1A3XPibNuMPTbTWlPgRfTD,0.774,340341,0.909,1A3XPibNuMPTbTWlPgRfTD,0.121,9,0.0739,-2.89,0,0.0365,1,126.977,4,https://api.spotify.com/v1/tracks/1A3XPibNuMPTbTWlPgRfTD,audio_features,spotify:track:1A3XPibNuMPTbTWlPgRfTD,0.696
0.0317,https://api.spotify.com/v1/audio-analysis/2p7dVb0wCiQFZYnfYqd5WP,0.808,235000,0.947,2p7dVb0wCiQFZYnfYqd5WP,0.0123,9,0.101,-4.156,0,0.0467,1,130.7,4,https://api.spotify.com/v1/tracks/2p7dVb0wCiQFZYnfYqd5WP,audio_features,spotify:track:2p7dVb0wCiQFZYnfYqd5WP,0.645
0.00287,https://api.spotify.com/v1/audio-analysis/6q1aghK6XbH6aNu6ryIbFI,0.61,369640,0.848,6q1aghK6XbH6aNu6ryIbFI,0.0147,6,0.195,-4.443,1,0.0364,1,126.02,4,https://api.spotify.com/v1/tracks/6q1aghK6XbH6aNu6ryIbFI,audio_features,spotify:track:6q1aghK6XbH6aNu6ryIbFI,0.602
0.143,https://api.spotify.com/v1/audio-analysis/6KeJSzXlB6P4yjrPU2rwqy,0.623,382600,0.855,6KeJSzXlB6P4yjrPU2rwqy,2.82e-05,0,0.121,-4.772,0,0.524,1,129.982,4,https://api.spotify.com/v1/tracks/6KeJSzXlB6P4yjrPU2rwqy,audio_features,spotify:track:6KeJSzXlB6P4yjrPU2rwqy,0.34
0.436,https://api.spotify.com/v1/audio-analysis/2d9g5CKh5HhpiIyHNzN4ZG,0.678,204006,0.769,2d9g5CKh5HhpiIyHNzN4ZG,0.0,6,0.122,-4.442,1,0.4,1,84.032,4,https://api.spotify.com/v1/tracks/2d9g5CKh5HhpiIyHNzN4ZG,audio_features,spotify:track:2d9g5CKh5HhpiIyHNzN4ZG,0.248
0.000569,https://api.spotify.com/v1/audio-analysis/340VmdKxxWYOqfRFDwOBVN,0.635,365990,0.795,340VmdKxxWYOqfRFDwOBVN,0.571,10,0.0986,-4.816,0,0.0421,1,128.006,4,https://api.spotify.com/v1/tracks/340VmdKxxWYOqfRFDwOBVN,audio_features,spotify:track:340VmdKxxWYOqfRFDwOBVN,0.357
0.00666,https://api.spotify.com/v1/audio-analysis/0VffaI2jwQknRrxpECYHsF,0.723,410097,0.806,0VffaI2jwQknRrxpECYHsF,0.876,0,0.276,-4.989,1,0.0521,1,124.976,4,https://api.spotify.com/v1/tracks/0VffaI2jwQknRrxpECYHsF,audio_features,spotify:track:0VffaI2jwQknRrxpECYHsF,0.539
